p	#Rosenmontag ist abgesagt. #Rapefugees also wieder wie gewohnt ins Schwimmbad gehen!
n	bitte nicht die #Türkei zum #EU-Mitglied machen! #Menschenrechte #Pressefreiheit #Islamisierung
p	Wieso bekommen #rapefugees mehr als unsere Hartz 4 Enpfänger?  #esreicht
hs	Den verfluchten #Rapefugees den Krieg erklären! #wasfehlt
n	War das Wochenende im Ruhrpott unterwegs. Überall schwangere, muslimische Frauen mit einem Rattenschwanz an Kindern #Islamisierung
n	#Asylanteninvasion Wenn es auf unseren Straßen zu Gewaltausbrüchen kommt - Die Verantwortlichen hierfür, sitzen in der Regierung / Merkel!
n	745 Millionen Menschen leben in #Europa. Ca. 4 Millionen #Flüchtlinge bereiten da Kopfzerbrechen? #Rassisten sprechen von #Islamisierung?!
n	Tja die #SPD will unsere Steuergelder für Flüchtlinge verpassen. #refugees #refugeesNOTwelcome #refugeesgohome #abmerkeln
p	Aber für die Kölner Polizei haben gestiegene Anzeigen nur einen Grund: Frauen seien anzeigefreudiger als noch 2015. #rapefugees
p	Offenes, freies WLAN im #Sophienhof #Kiel. Mit ein Grund für die Vorfälle von gestern Nachmittag! Zurück nach Kabul mit den #rapefugees!
n	#UnterdenLinden #Petry fordert bessere Regelung Gesetze für #Asylanten und #Migranten. Richtig, warum wird es nicht getan?
p	Regeln und Gesetze der Einheimischen sind ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees
n	#Blutrache, #Zwangsbekehrung, #Scharia, #Kinderbräute, #Vielehe, #Genitalverstümmelung - kann nicht erkennen, was davon zu uns gehören soll.
n	Worin liegt der Sinn für die Bierindustrie, die #Islamisierung zu beschleunigen indem sie #Deutsche Biertrinker mit #Glyphosat dezimieren?
hs	Claudia #Roth: Wer Sex-Attacken von Asylanten anprangert, ist ein „geistiger Bruder“ der Täter! Fuck you from Switzerland! #asylanten #Grüne
n	Im Februar 2016 kamen nach neusten Angaben in der #ARD Tagesschau trotz Grenzkontrollen auf Balkanroute 39000 #Asylanten nach #Deutschland
p	Die Unterbringung im Gefängnis nur weil man Verbrechen begangen hat ist ein Verstoß gegen die Menschenwürde.#Hungerstreik #Rapefugees
hs	#Merkel Wie ist diese Schlampe eigentlich auf die Idee gekommen das Land so tiefgreifend zu verändern? #Merkelmussweg #refugeesnotwelcome
n	Der #Weltfrauentag ist eine Farce angesichts der durch die #Merkeldiktatur vorangetriebenen #Islamisierung #Europas!
n	Gratis Häuser,Wohnungen,Handys u. Öffitickets #Mindestsicherung, Straffreiheit, Vorreihung in Ambulanzen, Schlaraffenland Ö #ZIB2 #Asylanten
n	#BeateUhse Konzern vermarktet #Scharia konforme Sexprodukte - bitte boykottiert diese Firma.
n	laut #orban wird #merkel Europa mit neuen 500.000 #asylanten fluten zusätzlich zu den millionen, die sowieso kommen. Ende Gelände D
n	Nach den Wahlen werden wir #Griechenland riesige #Asylanten-Kontingente abnehmen. Wetten?#AnneWill
n	In diesem Moment wird die Ernst-Grube-Halle endlich geräumt #leipzig #npd #jn #Legida #RefugeesNotWelcome
n	#illner. erst hieß es, es kämen nur top Arbeitskräfte. jetzt lese ich NUR von wichsenden, vergewaltigenden, betrügenden #asylanten. #merkel
n	"Die #Merkel ist sehr """"Ich"""" bezogen. Sie soll sich um ihr Volk kümmern. #AnneWill #refugees #refugeesNOTwelcome"
n	Slovenien macht die Grenze dicht! Noch eine gute Nachricht! #merkelmussweg #abmerkeln #refugeesnotwelcome
n	Luxushotels werden in #Asylanten Unterkünfte  umfunktioniert , #Deutsche müssen in primitiven heruntergekommenen  Slums leben.#annewill #ARD
p	Niemand hat mich gefragt, ob ich das schaffen will. #Asylwahn #Rapefugees  #Volksentscheid zu #Asylrecht, #Grenzen dicht, #Merkel muss weg!
n	Ausnahmen beim #Mindestlohn sind auch überhaupt nicht mit der #Scharia vereinbar wenn #Moslems betroffen sind. #SPD #CDU #Deutschland
n	Pöbelnde #Asylanten zeigen Kopf-ab-Gesten und Stinkefinger in #Clausnitz. Laut IM #Ulbig keine Ermittlungen gg. Asylanten, nur gg. Deutsche.
n	Geld aus der Portokasse von #Merkel, oder doch Steuergeld? 500.000.000,00 Euro für UN Flüchtlingshilfe #Asylanten
n	Es nicht die Angst vor #asylanten, sondern die Überfremdung Deutschlands. Und ihr Politiker wisst dieses auch ganz genau!! Es reicht Stopp!!
n	Spahn von #cdu will Wegfall von Mindestlohn für #asylanten. klare schlechterstellunf von Einheimischen! Abwählen!
p	Wenn sich der Hass in #Deutschland mal seinen Weg gebahnt hat,wen wird er eigentlich treffen ? #Rapefugees #Politiker #Ossis #Journalisten ?
n	d-radio: 2,8 millionen menschen #fluechtlinge #migranten #asylanten in der #tuerkei , verhandlungen mit der #EU
n	"Was nützt mir der Erde Geld? Kein kranker Mensch genießt die Welt!"""" - Goethe #Deutschland #HartzIV #merkel #fluechtlinge #asylanten"
p	Vor einem Jahr mussten Eltern, wenn Töchter ins Schwimmbad gingen, nur überlegen, ob sie schon schwimmen können. #Rapefugees
n	#hartaberfair Andere #EU Länder sind Land und Bürger wichtiger als #Asylanten. Moralisch, ethisch und finanziell verständlich
p	#besorgteGutmenschen regen sich auf :  #Khaled - von #Asylanten getötet. #LaGeSo-Toter - #Moabithilft Ente #Handgranate - warfen #Migranten
n	das was im SWR Radio momentan an Werbung pro #Asylanten gemacht wird, ist so penetrant wie Phase der Weihnachtssongs & Fastnachts-Seeligkeit
p	Idee: #Hartzer VS #Asylanten im Einzelkampf . Wer schneller nen Arbeits/Ausbildungsplatz findet und Deutsch lernt/kann darf bleiben.
n	#schweden in bürgerkriegsartigen Zuständen! eine lasche konservative und eine irre sozialistische Regierung fluten das Land mit #asylanten
p	Utter zbale in this hashtag #rapefugees
n	Gestern kamen die #Asylanten. Heute Nacht wurde versucht einzubrechen. #Zufall?
p	Erschreckend, daß es #Frauen sind, die 30 Jahre #Emanzipation zugunsten islamistischer #Vergewaltiger in die Tonne treten! #rapefugees #AfD
n	#Deutschland übt #Karneval nach den Regeln der #Scharia, weil da eh bald nur noch #Moslems feiern werden. Deutsche #Frauen aus Angst Zuhause
p	Wenn ich mir den Mond gerade so anschaue: Die #Islamisierung des Abendlandes ist doch schon längst durch!
n	#fakt auf #ard: #asylanten fahren mit Taxi herum auf Steuerzahlerkosten. mehrere 100€. #merkel macht es möglich! unglaublich!
n	"#Asylanten Man kann NICHT einf 2 VERSCHIEDENE Menschen bzw Völker/Kulturen""""zusammenleg"""" + sagen nun seit ma glückl miteinander+versteht euch"
n	#idomeni #Asylanten #Fluechtlinge  Schöne Vorstellung für die Kameras. Blanke Gewalt. Merkel drückt daheim Krokodilstränen ins Kissen. ??
n	Keine Schnittmenge zwischen #NPD und #AfD? Funny … #Euro? #Asylanten? #Islam? #Familie? Es gibt die Schnittmenge, die #AfD gibt sie nicht zu
n	#Arabisch als Schulsprache - #Islamisierung #Deutschlands in vollem Gange
p	Stelle mir gerade vor, wie es wäre, wenn die Saudis in Deutschland einmarschieren würden #Scharia #Krieg in #Syrien
p	Wer hat uns verraten? Die Sozialdemokraten!   Werner Faymann ist derzeit eine Paradebeispiel dafür. #Kontingent #refugeesnotwelcome #traurig
p	lieber #Horst #Seehofer,der #Bayerische #Staat braucht eine #Strategie,die der #Islamisierung #Bayerns einen #Riegel #vorschiebt! #sz #faz
n	"Die haben nix mehr"""" die Leute in den #Asylanten-Heimen. Gut, außer denen mit den geklauten Handys.#Maischberger"
n	Man stelle sich vor es käme zum Frieden und alle #Asylanten mit syrischen Pässen würden dorthin ausgeflogen.
p	#JuliaKloeckner. wir von der #cdu schaffen es, weitere Millionen #asylanten nach D zu locken und die dumme Bevölkerung zu melken. wetten?
p	#maischberger Fratscher:Geld für Migranten als Investition.Bis dahin weiterhin #rapefugees , #Islamisierung und #IS Terroristen. #abmerkeln
n	Egal welche #Partei, man wählt nur #Orange oder #Apfelsine! #AnneWill #EinProzent #grenzendicht #refugees #refugeesnotwelcome #Deutschland
n	Das #Griechenland,das jetzt alle Beschlüsse zu #Asylanten blockieren will is aber nicht das Land,das quartalsweise Milliarden schnorrt,oder?
p	"#Reker beugt sich #Islam und #Scharia, schafft für Frauen Sicherheitszonen (=Fluchtpunkte) """"#Flüchtlinge"""" #Köln #Massenvergewaltigungen"
p	#maischberger Liefers: Wir achten Frauen.... Für viele von den #rapefugees ist das wie ein Paradies hier.Lasche Strafen bei Vergewaltigungen
n	"Perlen aus der Redaktionskonferenz - heute Idee für Buchtitel: """"Das Wunder von #Dresden - #Islamisierung ohne Muslime"""" #NoPegida #NoLegida"
hs	Wir werden noch gemeinsam auf #PEGIDA stehen, Schulter an Schulter, bis zu den Zähnen bewaffnet, im Bürgerkrieg gegen #Rapefugees  #schauhin
n	#merkel rechnet mit 3,6 Mio neuen #asylanten in D bis 2020! zum vergleich: Schätzung 2015 war 500.000, gekommen sind >1,1 Mio. dank #cdu
n	Ich habe bis heute nicht verstanden, was an Dunkelhäutigen in schwarzen Burkas mit dunkler “Kultur“ BUNT sein soll... #Islamisierung
p	Dieser Sommer wird der Sommer der #Rapefugees, schade das die Wahlen nicht im Herbst sind.
n	Die Gedanken sind frei -NICHT mehr in #Europa #Deutschland #Sophienhof #Koelnbhf #Merkelmussweg #Islamisierung #Flüchtlingskrise
n	"Wer für deutsche #Arbeitslose und #Obdachlose die selben finanz. Mittel fordert , wie sie """"#Asylanten"""" zukommen , wird beschimpft. Absurd."
n	"Wieso haben diese Gutmenschen, Vegetarier, Veganer und Tierschützer eigentlich nichts gegen """"Halal""""-Schlachtung?  #asylanten #flüchtlinge"
n	Ein Soldat, der gegen Flüchtlinge ist und u.a. #rapefugees nutzt, kritisiert meine Tweets zu #InTheBox - Patridiot mit Gewehr. Na toll.
p	Manche sagen die #AfD Wähler sollen sich #schämen. Ich finde die Jungs von #koelnhbf haben viel mehr Grund sich zu schämen. #rapefugees
p	#maischberger Laschet:Pegida gibts im Westen nicht.Leute trauen sich nicht mitzulaufen wegen Ächtung,aber #islamisierung ist umso realer dor
p	#BeateUhse fördert #SCHARIA über Internet-Sexshop El Asira aus den #Niederlanden
p	DANKE #Clausnitz FÜR EUREN #WIDERSTAND ! IHR SEID HELDEN! #SOS #rapefugees #koelnhbf #cologne #Islamisierung AUS WESTDEUTSCHLAND: DANKE!!!
n	Wie bei #hartaberfair gesagt brechen 66% der #Asylanten die Ausbildung ab.#afd
n	#Asylanten betteln jetzt auch in den Nachbardörfern. Wie lange wird diese Kriminalität noch versteckt? #Asylbewerber #Fluechtlinge #asylum
p	Nur, weil's 100mal gesagt wurde, ist es nicht falsch: Ab der Türkei sind Syrer u Iraker keine Flüchtlinge mehr! #refugeesnotwelcome
p	Flüchtlingen nicht sofort gratis Villen & Autos auszuhändigen ist ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees
p	Könnten wir Schmarotzer und Kriminelle loswerden würde die #Asylanten-Schwemme auf beherrschbare Zahlen runtergehen.
p	Ob #Asylanten wohl mitbekommen,  daß #linke, #gutmenschen, #antifa, die Deutsche  Nation, zerstören wollen? ?
n	Angst vor #Islamisierung? Die deutsche + europäische Geschichte, Tradition, Bräuche, Sprache leben, lehren und vermitteln! #hartaberfair
n	#oecd schätzt Wachstum von D in den nächsten Jahren viel schwächer ein als erwartet. wo ist der Boom durch #asylanten außer bei schulden?
n	Mecklenburg-Vorpommern  21.01.2016  SPD 28 % AfD 5 %,  16.02.2016 SPD 22 % AfD 16 %  #Bereicherung #Flüchtlinge #SPD #Islamisierung
n	In Deutschlandradio Kultur erfahren wir gerade, dass der Islam gg dem Christentum die frauenfreundlichere Relion ist. #Islamisierung #PEGIDA
p	Ca. 70.000 Syrer fliehen vor Kämpfen. Warum KÄMPFT ihr nicht endlich für Euer Land? #refugeesNOTwelcome #fluechtlinge
n	Jetzt warte ich auf den #Brennpunkt der #ARD +ein #ZDFspezial zum Thema #Handgranate  mit #Maas  + #Kretschmann #Asylanten
p	Integrierte werden abgeschoben?Illegale TÄTER dürfen bleiben?? Wieso läuft hier so viel falsch?? #refugeescrisis #islam #rapefugees
p	Liebe Gutmenschen,eure Einzelfall Asylanten werden immer mehr.#kiel #sophienhof  Da sieht man was schlummert in den armen #Asylanten.#afd
p	Frankreich sagt sie werden nur 30T #asylanten aufnehmen..und wir haben seit Jahresbeginn schon 100T aufgenommen. #Merkel verpiss dich!!
n	Warum spendet #hoaxmap die #Werbeeinnahmen nicht den #Opferfamilien die durch #Vergewaltigung von #Flüchtlinge und #Asylanten passiert sind
p	Die #Islamisierung des #Abendlandes ist die schlimmste Krise der Gegenwart, die zu lösen ist, durch Zürückdrängung des #Islam in die Wüste.
n	Wenn Ihr #Deutschland so scheiße findet warum wollt Ihr dann möglichst vielen #Asylanten zumuten hier zu leben?
p	Geflüchtete aus den Ländern mit der totalitären Ideologie des #islam ,um hier #islamisierung der Gesellschaft anzuheizen #taqqiya #abmerkeln
p	Deutschland will den Europäern eine #Islamisierung und #Zwangsmigration  aufzwingen.Das geht nicht!#AFD #hartaberfair
p	Ich brauche einen Blog, glaube ich, 140 Zeichen sind zu wenig. Get rid of #Islam #Muslims #rapefugees
n	Deutschland hat seine Staatlichkeit aufgegeben! Das GG ist aus den Fugen gehoben! Es herrscht der Irrsinn #islamisierung #CDU #hartaberfair
n	Ifo-Chef #Sinn warnt Jeder Flüchtling kostet #Deutschland 450.000 Euro!!!   #Asylanten
n	Warum wurde der #Mob in #Clausnitz nicht von der #Polizei aufgelöst um die Situation zu beruhigen? #Flüchtlinge #Flüchtlingskrise #Asylanten
n	Ungarn will Volksabstimmung durchführen, so macht man das! #refugeesnotwelcome
p	Seit beginn der #Asylflut sprunghafter Anstieg von #Vergewaltigungen um fast 500% (!!!). #abmerkeln! Wehrt euch! #grenzendicht #rapefugees
n	NRW: Duisburg-Marxloh ist erst der Anfang...der Rest ist in Arbeit #abmerkeln #islamisierung #Migranten
p	Sind in #Clausnitz 1000 Anzeigen wg. körperlicher Angriffe+#Diebstahl eingegangen? #kölnhbf #Polizei #rapefugees #Handgranate #Asyl #Merkel
p	#Kiel Wer jetzt immer noch die Blockparteien wählt, macht sich mitschuldig an kommenden Verbrechen!!!!!! #abmerkeln #rapefugees #AFD wählen!
p	Deutsche Frauen an #rapefugees opfern. #wasistlinks
n	#illner. deutsche Wirtschaft hat sich vor Freude auf #asylanten überschlagen. jetzt ziehen alle den schwanz ein. Warum nur?
n	was tun gegen #clausnitz? keine neuen #asylanten, Kampf gegen asylmafia, #merkel vor Gericht stellen,  #cdu abwählen überall!
n	#Asyl-Befürworter, die nie einen #Asylanten bei sich zuhause aufgenommen habenkann ich nicht ernst nehmen.
n	man kann nicht mio arbeitslose muslimische #asylanten gegen die deutsche Mehrheit ins Land lassen & die Mehrheit als Nazis beschimpfen,#cdu!
n	Gegen #Multikulti hab ich eigentlich nichts, gegen #Islamisierung schon.
p	Die heutige Tagesscheisse heist #Hoaxmap. Die tätsächlichen Vergewaltigungen durch #Flüchtlinge und #Asylanten werden nicht erwähnt.
n	Ja die Realität ist wirklich unbequem, man sollte sie ignorieren.  #Islam #Scharia #Salafismus #Multikulti
p	Wenn nicht aus Überzeugung,dann aus Notwehr: AFD wählen bei Landtagswahlen, D sonst kaputt #abmaasen #regsprecher #krimigranten #rapefugees
p	"Wenn sie gesagt hätte: """"#Domian´, ich hasse dich"""" hätten sie alle abgefeiert... :-(  #GEZ #wdr #1live #koelnhbf #rapefugees"
n	"Bezeichnend:Musl.Verbände schließen sich der """"Allianz für Weltoffenheit"""" an.Hinterher,aber nur weil es ihnen hilft #islamisierung #abmerkeln"
n	Gerüchten zufolge finden sich in den Netzen der Fischer im #Mittelmeer  inzwischen mehr Pässe als Fische!?? #Flüchtlinge #Asylanten #Merkel
n	Ich würde gern mal eine #Sondersendung zur täglichen #Inländerfeindlichkeit sehen. #refugeesnotwelcome #brdregime #volksverräter #unrecht
n	Was die allermeisten immer noch nicht begriffen haben: Der #Islam hat seine eigenen #Menschenrechte, #scharia-basiert. Ihr Deppen!
n	fast 100.000 neue #asylanten kamen im Januar 2016. und #bamf geht von 500.000 fürs gesamte Jahr aus? können die nicht mal rechnen?
n	Meinen manche Kandidaten eigentlich, mit Hashtags wie #Rapefugees oder #Krimigranten würden sie sich glaubwürdiger und/oder seriöser machen?
n	In jeder Stadt sind jetzt tausende neue Muslime!Millionen Muslime brauchen Gebetsräume!Bald werden tausende Moscheen gebaut! #Islamisierung!
n	#krimmigranten zu behandeln, wie hinlänglich berichtet? Wenn sich diese Militärs nur annähernd so abartig verhalten haben, und davon muß 2/4
p	Flüchtlinge zwangsweise in Privathaushalten einzuquartieren ist kein Thema vor den Landtagswahlen. #Merkel #rapefugees #Vorhersagetweet
n	Heimleiter von  #asylanten heim in Clausnitz entlassen, weil AFD Mitglied..soviel zu Demokratie Diskriminierung von höchster Stelle!!
n	Warum ist #deutschland nicht solidarisch mit dem Rest von Europa? also, keine weiteren langzeitarbeitslosen oder vergewaltigenden #asylanten
n	#asylanten kommen aus erbärmlichsten Zuständen & wir bringen sie in 4*hotels unter mit taschengeld all incl?#merkel denkt die gehen wieder?
n	#Schwulenhilfe #Berlin richtet für Schwule #Asylanten Schwulen-Unterkünfte ein,gekoppelt mit einem Schw.Puff könnten Asylanten dort arbeiten
n	Alles recht ominös mit dem Zugunglück. Wüsste gerne, ob die Lokführer Hassan, Ali oder Mohammed hießen #Fluechtlingskrise #Islamisierung
p	"Dürfen in Stuttgart """"#Flüchtlinge"""" und """"#Rapefugees"""" immer noch kostenlos ins Stadion? ;-)) #VfBBVB"
n	"Frau """"m türkischen Wurzeln"""" erzählt, sie ist beunruhigt weil direkt neben der Schule ihrer Tochter #Asylanten-Heim aufmacht. Fiese Rassistin"
p	Flüchtlinsheime in denen nicht jeden Tag gratis Rinderfilet serviert wird sind ein Verstoß gegen die Menschenwürde.#Hungerstreik #Rapefugees
n	Mir hat vorhin jemand erzählt, dass die #Handgranate evtl. von den #Asylanten selber kam ? Weiß da jemand was ?
n	Ich bin für die #Schweinefleischpflicht !!! Hilft gegen die #Islamisierung !!!
n	#Europa ist groß, weil es nie islamisch war. Und das muss so bleiben. Nein zur #Islamisierung Europas!
n	Sie traut sich nicht zu sagen was wirklich läuft, da muss man nur mal Samstag früh im Pott zur Arbeit fahren #Asylanten #Domian
n	#merkel will 100.000e #asylanten nach spanien abschieben wo überall gespart wird & > 20% arbeitslos sind.das ist ihre Solidarität!heuchlerin
n	In Zeiten, in der #Rotherham möglich ist, muss jeder einsehen, dass die #Islamisierung bereits stattgefunden hat!
p	#Griechenland #Grenze #Mazedonien man muß diesen #radikalen #Migranten klar machen:sie sind keine Flüchtlinge mehr #Krimigranten #rapefugees
n	#DeutscheBank sagt #Asylanten helfen der Wirtschaft.Die Kompetenz von denen kann man übrigens an ihren Geschäftszahlen ablesen.
n	Warum lädt man eigentlich nicht mal einen normalen Bürger zu #Maischberger ein, wenn es um das Thema #Asylanten geht?
n	Nicht alle #Sachsen wollen keine #Asylanten. Bitte nicht pauschalisieren. Schuld ist die CDU (regiert in Land+Bund)
n	#hartaberfair Schwahn:.Das Problem ist aber nicht nur das fehlende Geld,sondern die Angst vor einer #islamisierung in allen Ländern der EU.
n	liebe #Gemeinden in #Bayern, wir legen #Asylanten #Obergrenzen fest und setzen sie #notfalls vor #Gericht durch ! #sz #faz #zeit #nzz
n	Worauf warten #Flüchtlinge und #Asylanten eigendlich? #Griechenland = #Europa = also kein Kriegsland und damit Asyl in Griechenland.
n	nach den Landtagswahlen wird am 14.3. sicher die #benzinabgabe eingeführt! Deutsche zahlen Rekordsteuern für #asylanten in hängematte!
n	Kostenloses, aber zu langsames Internet in Flüchtlinsheimen ist ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees
n	#Gutmenschen,die den #Islam unterstützen,werden sich noch wundern,wenn bald immer aggressiver die Barbarei der #Scharia in D gefordert wird.
n	#ORF #ZIB20 #Vergewaltigung durch irak.#Asylanten an Kind!#Hallenbad #Wien Keine Informationen wg Opferschutz! Wer glaubt das denn?
n	#Griechenland will Milliarden für #asylanten um griechische Rentner zu bezahlen! die griechische marine soll Migranten in die türkei bringen
n	An der Schule meiner Nichte wurde Eltern jetzt gesagt, Mädchen sollen nicht mehr in Miniröcken zum Unterricht kommen. #Islamisierung
n	#Merkel will, dass die von ihr hergeholten Kulturbereicherer CDU wählen. Aber was, wenn die ihre eigene #Scharia-Partei gründen? #abmerkeln
n	#amnestyinternational heult 1h wie schrecklich D ist, um dann alle #asylanten der Welt zu uns zu bringen. ist das kein  linksfaschismus?
n	Nicht in Schwimmbäder scheissen zu dürfen ist ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees
n	Im #Freilichtmuseum #Hessenpark mit #Asylanten NEIN DANKE #Armlaenge
n	"Jetzt zerreißen sie sich wieder das Maul über """"#rapefugees """". Aber wo war der Aufschrei bei """"Make Rape Legal""""? Gab's nicht..."
